LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,Location 1
521800,SARATOGA,SARATOGA SPRINGS CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,51,12.8%,51,12.8%,102,25.6%,MIDDLE/HIGH,SCHOOL DISTRICT,3 BLUE STREAK BLVD,SARATOGA SPRINGS,NY,12866,,,"(43.0727, -73.803)"
522001,SARATOGA,STILLWATER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,58,15.1%,74,19.2%,132,34.3%,DISTRICT TOTAL,SCHOOL DISTRICT,334 N HUDSON AVE,STILLWATER,NY,12170,,,"(42.949, -73.6438)"
522001,SARATOGA,STILLWATER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,22,12.4%,35,19.7%,57,32%,ELEMENTARY,SCHOOL DISTRICT,334 N HUDSON AVE,STILLWATER,NY,12170,,,"(42.949, -73.6438)"
522001,SARATOGA,STILLWATER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,36,17.6%,39,19.1%,75,36.8%,MIDDLE/HIGH,SCHOOL DISTRICT,334 N HUDSON AVE,STILLWATER,NY,12170,,,"(42.949, -73.6438)"
522101,SARATOGA,WATERFORD-HALFMOON U F SCH,NORTHEASTERN NEW YORK,2010-2012,49,17.7%,58,20.9%,107,38.6%,DISTRICT TOTAL,SCHOOL DISTRICT,125 MIDDLETOWN RD,WATERFORD,NY,12188,,,"(42.8113, -73.6856)"
522101,SARATOGA,WATERFORD-HALFMOON U F SCH,NORTHEASTERN NEW YORK,2010-2012,37,21.3%,33,19%,70,40.2%,ELEMENTARY,SCHOOL DISTRICT,125 MIDDLETOWN RD,WATERFORD,NY,12188,,,"(42.8113, -73.6856)"
522101,SARATOGA,WATERFORD-HALFMOON U F SCH,NORTHEASTERN NEW YORK,2010-2012,9,9%,25,25%,34,34%,MIDDLE/HIGH,SCHOOL DISTRICT,125 MIDDLETOWN RD,WATERFORD,NY,12188,,,"(42.8113, -73.6856)"
530101,SCHENECTADY,DUANESBURG CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,38,14.1%,37,13.8%,75,27.9%,DISTRICT TOTAL,SCHOOL DISTRICT,133 SCHOOL DR,DELANSON,NY,12053,,,"(42.7489, -74.1872)"
530101,SCHENECTADY,DUANESBURG CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,28,15.8%,20,11.3%,48,27.1%,ELEMENTARY,SCHOOL DISTRICT,133 SCHOOL DR,DELANSON,NY,12053,,,"(42.7489, -74.1872)"
530101,SCHENECTADY,DUANESBURG CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,10,10.9%,17,18.5%,27,29.3%,MIDDLE/HIGH,SCHOOL DISTRICT,133 SCHOOL DR,DELANSON,NY,12053,,,"(42.7489, -74.1872)"
530202,SCHENECTADY,SCOTIA GLENVILLE CENT SCH,NORTHEASTERN NEW YORK,2010-2012,123,14.5%,161,19%,284,33.5%,DISTRICT TOTAL,SCHOOL DISTRICT,900 PREDDICE PKY,SCOTIA,NY,12302,,,"(42.8345, -73.9793)"
530202,SCHENECTADY,SCOTIA GLENVILLE CENT SCH,NORTHEASTERN NEW YORK,2010-2012,57,11.8%,91,18.9%,148,30.7%,ELEMENTARY,SCHOOL DISTRICT,900 PREDDICE PKY,SCOTIA,NY,12302,,,"(42.8345, -73.9793)"
530202,SCHENECTADY,SCOTIA GLENVILLE CENT SCH,NORTHEASTERN NEW YORK,2010-2012,66,18.2%,70,19.3%,136,37.6%,MIDDLE/HIGH,SCHOOL DISTRICT,900 PREDDICE PKY,SCOTIA,NY,12302,,,"(42.8345, -73.9793)"
530301,SCHENECTADY,NISKAYUNA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,111,10.9%,138,13.6%,249,24.6%,DISTRICT TOTAL,SCHOOL DISTRICT,1239 VAN ANTWERP RD,SCHENECTADY,NY,12309,,,"(42.8083, -73.8946)"
530301,SCHENECTADY,NISKAYUNA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,57,9.2%,85,13.8%,142,23%,ELEMENTARY,SCHOOL DISTRICT,1239 VAN ANTWERP RD,SCHENECTADY,NY,12309,,,"(42.8083, -73.8946)"
530301,SCHENECTADY,NISKAYUNA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,54,13.7%,53,13.5%,107,27.2%,MIDDLE/HIGH,SCHOOL DISTRICT,1239 VAN ANTWERP RD,SCHENECTADY,NY,12309,,,"(42.8083, -73.8946)"
530501,SCHENECTADY,SCHALMONT CENT SCH-ROTTERDAM,NORTHEASTERN NEW YORK,2010-2012,126,18.9%,105,15.8%,231,34.7%,DISTRICT TOTAL,SCHOOL DISTRICT,401 DUANESBURG RD,SCHENECTADY,NY,12306,,,"(42.7878, -73.9922)"
530501,SCHENECTADY,SCHALMONT CENT SCH-ROTTERDAM,NORTHEASTERN NEW YORK,2010-2012,75,19.4%,56,14.5%,131,33.9%,ELEMENTARY,SCHOOL DISTRICT,401 DUANESBURG RD,SCHENECTADY,NY,12306,,,"(42.7878, -73.9922)"
530501,SCHENECTADY,SCHALMONT CENT SCH-ROTTERDAM,NORTHEASTERN NEW YORK,2010-2012,51,18.2%,49,17.5%,100,35.7%,MIDDLE/HIGH,SCHOOL DISTRICT,401 DUANESBURG RD,SCHENECTADY,NY,12306,,,"(42.7878, -73.9922)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN,NORTHEASTERN NEW YORK,2010-2012,126,13.2%,227,23.8%,353,37.1%,DISTRICT TOTAL,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN,NORTHEASTERN NEW YORK,2010-2012,53,11.5%,101,21.9%,154,33.3%,ELEMENTARY,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN,NORTHEASTERN NEW YORK,2010-2012,73,14.9%,126,25.7%,199,40.6%,MIDDLE/HIGH,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,,,"(42.7752, -73.9531)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,491,17.7%,607,21.9%,1098,39.6%,DISTRICT TOTAL,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7975, -73.9394)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,343,17%,411,20.4%,754,37.4%,ELEMENTARY,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7975, -73.9394)"
530600,SCHENECTADY,SCHENECTADY CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,148,19.5%,196,25.9%,344,45.4%,MIDDLE/HIGH,SCHOOL DISTRICT,108 EDUCATION DR,SCHENECTADY,NY,12303,,,"(42.7975, -73.9394)"
540801,SCHOHARIE,GILBOA CONESVILLE CENT SCH,NORTHEASTERN NEW YORK,2010-2012,16,13.4%,37,31.1%,53,44.5%,DISTRICT TOTAL,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA CONESVILLE CENT SCH,NORTHEASTERN NEW YORK,2010-2012,,,19,27.5%,19,27.5%,ELEMENTARY,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540801,SCHOHARIE,GILBOA CONESVILLE CENT SCH,NORTHEASTERN NEW YORK,2010-2012,9,22%,18,43.9%,27,65.9%,MIDDLE/HIGH,SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,,,"(42.3927, -74.4414)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,13,13.1%,23,23.2%,36,36.4%,DISTRICT TOTAL,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,11.1%,14,25.9%,20,37%,ELEMENTARY,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
540901,SCHOHARIE,JEFFERSON CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,12.8%,7,17.9%,12,30.8%,MIDDLE/HIGH,SCHOOL DISTRICT,1332 ST RT 10,JEFFERSON,NY,12093,,,"(42.4816, -74.6106)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,18,7.5%,27,11.3%,45,18.8%,DISTRICT TOTAL,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,18,13.2%,27,19.9%,45,33.1%,ELEMENTARY,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541001,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,,,"(42.5922, -74.3245)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CSD,NORTHEASTERN NEW YORK,2010-2012,107,16.4%,125,19.2%,232,35.6%,DISTRICT TOTAL,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6807, -74.4927)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CSD,NORTHEASTERN NEW YORK,2010-2012,50,14.7%,70,20.6%,120,35.3%,ELEMENTARY,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6807, -74.4927)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CSD,NORTHEASTERN NEW YORK,2010-2012,56,18.3%,55,18%,111,36.3%,MIDDLE/HIGH,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"(42.6807, -74.4927)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,32,15.7%,51,25%,83,40.7%,DISTRICT TOTAL,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,11,11.7%,22,23.4%,33,35.1%,ELEMENTARY,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541201,SCHOHARIE,SCHOHARIE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,18,17%,29,27.4%,47,44.3%,MIDDLE/HIGH,SCHOOL DISTRICT,136 ACADEMY DR,SCHOHARIE,NY,12157,,,"(42.6669, -74.3088)"
541401,SCHOHARIE,SHARON SPRINGS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,16,16%,23,23%,39,39%,DISTRICT TOTAL,SCHOOL DISTRICT,514 ST RT 20,SHARON SPRINGS,NY,13459,,,"(42.7898, -74.6242)"
541401,SCHOHARIE,SHARON SPRINGS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,7,13%,12,22.2%,19,35.2%,ELEMENTARY,SCHOOL DISTRICT,514 ST RT 20,SHARON SPRINGS,NY,13459,,,"(42.7898, -74.6242)"
541401,SCHOHARIE,SHARON SPRINGS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,8,22.9%,8,22.9%,MIDDLE/HIGH,SCHOOL DISTRICT,514 ST RT 20,SHARON SPRINGS,NY,13459,,,"(42.7898, -74.6242)"
550101,SCHUYLER,ODESSA MONTOUR CENTRAL SCHOOL,FINGER LAKES,2010-2012,45,16.2%,57,20.5%,102,36.7%,DISTRICT TOTAL,SCHOOL DISTRICT,300 COLLEGE AVE,ODESSA,NY,14869,,,"(42.3343, -76.7916)"
550101,SCHUYLER,ODESSA MONTOUR CENTRAL SCHOOL,FINGER LAKES,2010-2012,30,16.8%,37,20.7%,67,37.4%,ELEMENTARY,SCHOOL DISTRICT,300 COLLEGE AVE,ODESSA,NY,14869,,,"(42.3343, -76.7916)"
550101,SCHUYLER,ODESSA MONTOUR CENTRAL SCHOOL,FINGER LAKES,2010-2012,15,13.8%,30,27.5%,45,41.3%,MIDDLE/HIGH,SCHOOL DISTRICT,300 COLLEGE AVE,ODESSA,NY,14869,,,"(42.3343, -76.7916)"
550301,SCHUYLER,WATKINS GLEN CENTRAL SCHOOL,FINGER LAKES,2010-2012,40,19.9%,50,24.9%,90,44.8%,DISTRICT TOTAL,SCHOOL DISTRICT,303 12TH ST,WATKINS GLEN,NY,14891,,,"(42.3751, -76.8666)"
550301,SCHUYLER,WATKINS GLEN CENTRAL SCHOOL,FINGER LAKES,2010-2012,5,10.2%,13,26.5%,18,36.7%,ELEMENTARY,SCHOOL DISTRICT,303 12TH ST,WATKINS GLEN,NY,14891,,,"(42.3751, -76.8666)"
550301,SCHUYLER,WATKINS GLEN CENTRAL SCHOOL,FINGER LAKES,2010-2012,35,23%,37,24.3%,72,47.4%,MIDDLE/HIGH,SCHOOL DISTRICT,303 12TH ST,WATKINS GLEN,NY,14891,,,"(42.3751, -76.8666)"
560501,SENECA,SOUTH SENECA CENTRAL SCHOOL,FINGER LAKES,2010-2012,45,18.6%,62,25.6%,107,44.2%,DISTRICT TOTAL,SCHOOL DISTRICT,7263 MAIN ST,OVID,NY,14521,,,"(42.6729, -76.8239)"
560501,SENECA,SOUTH SENECA CENTRAL SCHOOL,FINGER LAKES,2010-2012,20,14.6%,34,24.8%,54,39.4%,ELEMENTARY,SCHOOL DISTRICT,7263 MAIN ST,OVID,NY,14521,,,"(42.6729, -76.8239)"
560501,SENECA,SOUTH SENECA CENTRAL SCHOOL,FINGER LAKES,2010-2012,25,23.8%,28,26.7%,53,50.5%,MIDDLE/HIGH,SCHOOL DISTRICT,7263 MAIN ST,OVID,NY,14521,,,"(42.6729, -76.8239)"
560603,SENECA,ROMULUS CENTRAL SCHOOL,FINGER LAKES,2010-2012,21,10.4%,54,26.9%,75,37.3%,DISTRICT TOTAL,SCHOOL DISTRICT,5705 RT 96,ROMULUS,NY,14541,,,"(42.7478, -76.8341)"
560603,SENECA,ROMULUS CENTRAL SCHOOL,FINGER LAKES,2010-2012,14,10.7%,28,21.4%,42,32.1%,ELEMENTARY,SCHOOL DISTRICT,5705 RT 96,ROMULUS,NY,14541,,,"(42.7478, -76.8341)"
560603,SENECA,ROMULUS CENTRAL SCHOOL,FINGER LAKES,2010-2012,7,10%,26,37.1%,33,47.1%,MIDDLE/HIGH,SCHOOL DISTRICT,5705 RT 96,ROMULUS,NY,14541,,,"(42.7478, -76.8341)"
560701,SENECA,SENECA FALLS CENTRAL SCHOOL,FINGER LAKES,2010-2012,66,16.5%,91,22.7%,157,39.2%,DISTRICT TOTAL,SCHOOL DISTRICT,98 CLINTON ST,SENECA FALLS,NY,13148,,,"(42.9188, -76.8044)"
560701,SENECA,SENECA FALLS CENTRAL SCHOOL,FINGER LAKES,2010-2012,36,16.7%,45,20.8%,81,37.5%,ELEMENTARY,SCHOOL DISTRICT,98 CLINTON ST,SENECA FALLS,NY,13148,,,"(42.9188, -76.8044)"
560701,SENECA,SENECA FALLS CENTRAL SCHOOL,FINGER LAKES,2010-2012,30,16.2%,46,24.9%,76,41.1%,MIDDLE/HIGH,SCHOOL DISTRICT,98 CLINTON ST,SENECA FALLS,NY,13148,,,"(42.9188, -76.8044)"
561006,SENECA,WATERLOO CENTRAL SCHOOL,FINGER LAKES,2010-2012,126,19.7%,123,19.2%,249,39%,DISTRICT TOTAL,SCHOOL DISTRICT,109 WASHINGTON ST,WATERLOO,NY,13165,,,"(42.8964, -76.8626)"
561006,SENECA,WATERLOO CENTRAL SCHOOL,FINGER LAKES,2010-2012,74,18.2%,70,17.2%,144,35.5%,ELEMENTARY,SCHOOL DISTRICT,109 WASHINGTON ST,WATERLOO,NY,13165,,,"(42.8964, -76.8626)"
561006,SENECA,WATERLOO CENTRAL SCHOOL,FINGER LAKES,2010-2012,52,22.5%,53,22.9%,105,45.5%,MIDDLE/HIGH,SCHOOL DISTRICT,109 WASHINGTON ST,WATERLOO,NY,13165,,,"(42.8964, -76.8626)"
570101,STEUBEN,ADDISON CENTRAL SCHOOL,FINGER LAKES,2010-2012,42,10.3%,41,10%,83,20.3%,DISTRICT TOTAL,SCHOOL DISTRICT,7787 STATE ROUTE 417,ADDISON,NY,14801,,,"(42.0865, -77.2481)"
570101,STEUBEN,ADDISON CENTRAL SCHOOL,FINGER LAKES,2010-2012,26,9.2%,26,9.2%,52,18.4%,ELEMENTARY,SCHOOL DISTRICT,7787 STATE ROUTE 417,ADDISON,NY,14801,,,"(42.0865, -77.2481)"
570101,STEUBEN,ADDISON CENTRAL SCHOOL,FINGER LAKES,2010-2012,16,13.2%,9,7.4%,25,20.7%,MIDDLE/HIGH,SCHOOL DISTRICT,7787 STATE ROUTE 417,ADDISON,NY,14801,,,"(42.0865, -77.2481)"
570201,STEUBEN,AVOCA CENTRAL SCHOOL,FINGER LAKES,2010-2012,36,17.6%,47,23%,83,40.7%,DISTRICT TOTAL,SCHOOL DISTRICT,17-29 OLIVER ST,AVOCA,NY,14809,,,"(42.4108, -77.4174)"
570201,STEUBEN,AVOCA CENTRAL SCHOOL,FINGER LAKES,2010-2012,25,19.5%,29,22.7%,54,42.2%,ELEMENTARY,SCHOOL DISTRICT,17-29 OLIVER ST,AVOCA,NY,14809,,,"(42.4108, -77.4174)"
570201,STEUBEN,AVOCA CENTRAL SCHOOL,FINGER LAKES,2010-2012,11,14.5%,18,23.7%,29,38.2%,MIDDLE/HIGH,SCHOOL DISTRICT,17-29 OLIVER ST,AVOCA,NY,14809,,,"(42.4108, -77.4174)"
570302,STEUBEN,BATH CENTRAL SCHOOL,FINGER LAKES,2010-2012,115,18.8%,135,22.1%,250,40.9%,DISTRICT TOTAL,SCHOOL DISTRICT,25 ELLAS AVE,BATH,NY,14810,,,"(42.3385, -77.3227)"
570302,STEUBEN,BATH CENTRAL SCHOOL,FINGER LAKES,2010-2012,70,19.2%,70,19.2%,140,38.5%,ELEMENTARY,SCHOOL DISTRICT,25 ELLAS AVE,BATH,NY,14810,,,"(42.3385, -77.3227)"
570302,STEUBEN,BATH CENTRAL SCHOOL,FINGER LAKES,2010-2012,45,18.2%,65,26.3%,110,44.5%,MIDDLE/HIGH,SCHOOL DISTRICT,25 ELLAS AVE,BATH,NY,14810,,,"(42.3385, -77.3227)"
570401,STEUBEN,BRADFORD CENTRAL SCHOOL,FINGER LAKES,2010-2012,7,9.2%,7,9.2%,14,18.4%,DISTRICT TOTAL,SCHOOL DISTRICT,2820 RT 226,BRADFORD,NY,14815,,,"(42.3668, -77.0943)"
570401,STEUBEN,BRADFORD CENTRAL SCHOOL,FINGER LAKES,2010-2012,7,13.7%,,,7,13.7%,ELEMENTARY,SCHOOL DISTRICT,2820 RT 226,BRADFORD,NY,14815,,,"(42.3668, -77.0943)"
570401,STEUBEN,BRADFORD CENTRAL SCHOOL,FINGER LAKES,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,2820 RT 226,BRADFORD,NY,14815,,,"(42.3668, -77.0943)"
570603,STEUBEN,CAMPBELL-SAVONA CENTRAL SCHOOL DIST,FINGER LAKES,2010-2012,63,17.9%,80,22.8%,143,40.7%,DISTRICT TOTAL,SCHOOL DISTRICT,8455 COUNTY RT 125,CAMPBELL,NY,14821,,,"(42.2333, -77.198)"
570603,STEUBEN,CAMPBELL-SAVONA CENTRAL SCHOOL DIST,FINGER LAKES,2010-2012,32,15.2%,47,22.4%,79,37.6%,ELEMENTARY,SCHOOL DISTRICT,8455 COUNTY RT 125,CAMPBELL,NY,14821,,,"(42.2333, -77.198)"
570603,STEUBEN,CAMPBELL-SAVONA CENTRAL SCHOOL DIST,FINGER LAKES,2010-2012,31,22.8%,33,24.3%,64,47.1%,MIDDLE/HIGH,SCHOOL DISTRICT,8455 COUNTY RT 125,CAMPBELL,NY,14821,,,"(42.2333, -77.198)"
571000,STEUBEN,CORNING PAINTED POST AREA SCHOOL DISTRICT,FINGER LAKES,2010-2012,198,16.1%,243,19.8%,441,35.9%,DISTRICT TOTAL,SCHOOL DISTRICT,165 CHARLES ST,PAINTED POST,NY,14870,,,"(42.1608, -77.0948)"
571000,STEUBEN,CORNING PAINTED POST AREA SCHOOL DISTRICT,FINGER LAKES,2010-2012,135,16.9%,152,19%,287,35.8%,ELEMENTARY,SCHOOL DISTRICT,165 CHARLES ST,PAINTED POST,NY,14870,,,"(42.1608, -77.0948)"
571000,STEUBEN,CORNING PAINTED POST AREA SCHOOL DISTRICT,FINGER LAKES,2010-2012,63,15.1%,81,19.5%,144,34.6%,MIDDLE/HIGH,SCHOOL DISTRICT,165 CHARLES ST,PAINTED POST,NY,14870,,,"(42.1608, -77.0948)"
571502,STEUBEN,CANISTEO-GREENWOOD CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,21,13.7%,25,16.3%,46,30.1%,DISTRICT TOTAL,SCHOOL DISTRICT,84 GREENWOOD ST,CANISTEO,NY,14823,,,"(42.2654, -77.6091)"
571502,STEUBEN,CANISTEO-GREENWOOD CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,14,13%,14,13%,28,25.9%,ELEMENTARY,SCHOOL DISTRICT,84 GREENWOOD ST,CANISTEO,NY,14823,,,"(42.2654, -77.6091)"
571502,STEUBEN,CANISTEO-GREENWOOD CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,7,14.9%,10,21.3%,17,36.2%,MIDDLE/HIGH,SCHOOL DISTRICT,84 GREENWOOD ST,CANISTEO,NY,14823,,,"(42.2654, -77.6091)"
571800,STEUBEN,HORNELL CITY SCHOOLS,FINGER LAKES,2010-2012,93,15.8%,125,21.2%,218,36.9%,DISTRICT TOTAL,SCHOOL DISTRICT,25 PEARL ST,HORNELL,NY,14843,,,"(42.3265, -77.6545)"
571800,STEUBEN,HORNELL CITY SCHOOLS,FINGER LAKES,2010-2012,53,13.9%,74,19.5%,127,33.4%,ELEMENTARY,SCHOOL DISTRICT,25 PEARL ST,HORNELL,NY,14843,,,"(42.3265, -77.6545)"
571800,STEUBEN,HORNELL CITY SCHOOLS,FINGER LAKES,2010-2012,40,19.1%,51,24.4%,91,43.5%,MIDDLE/HIGH,SCHOOL DISTRICT,25 PEARL ST,HORNELL,NY,14843,,,"(42.3265, -77.6545)"
571901,STEUBEN,ARKPORT CENTRAL SCHOOL,FINGER LAKES,2010-2012,18,9.3%,27,13.9%,45,23.2%,DISTRICT TOTAL,SCHOOL DISTRICT,35 EAST AVE,ARKPORT,NY,14807,,,"(42.3945, -77.6901)"
571901,STEUBEN,ARKPORT CENTRAL SCHOOL,FINGER LAKES,2010-2012,6,5.8%,5,4.9%,11,10.7%,ELEMENTARY,SCHOOL DISTRICT,35 EAST AVE,ARKPORT,NY,14807,,,"(42.3945, -77.6901)"
571901,STEUBEN,ARKPORT CENTRAL SCHOOL,FINGER LAKES,2010-2012,6,7.4%,18,22.2%,24,29.6%,MIDDLE/HIGH,SCHOOL DISTRICT,35 EAST AVE,ARKPORT,NY,14807,,,"(42.3945, -77.6901)"
572301,STEUBEN,PRATTSBURG CENTRAL SCHOOL,FINGER LAKES,2010-2012,35,20.2%,35,20.2%,70,40.5%,DISTRICT TOTAL,SCHOOL DISTRICT,1 ACADEMY ST,PRATTSBURGH,NY,14873,,,"(42.5143, -77.253)"
572301,STEUBEN,PRATTSBURG CENTRAL SCHOOL,FINGER LAKES,2010-2012,26,23.6%,23,20.9%,49,44.5%,ELEMENTARY,SCHOOL DISTRICT,1 ACADEMY ST,PRATTSBURGH,NY,14873,,,"(42.5143, -77.253)"
572301,STEUBEN,PRATTSBURG CENTRAL SCHOOL,FINGER LAKES,2010-2012,5,9.3%,12,22.2%,17,31.5%,MIDDLE/HIGH,SCHOOL DISTRICT,1 ACADEMY ST,PRATTSBURGH,NY,14873,,,"(42.5143, -77.253)"
572702,STEUBEN,JASPER-TROUPSBURG CENT SCHOOL,FINGER LAKES,2010-2012,27,15.1%,32,17.9%,59,33%,DISTRICT TOTAL,SCHOOL DISTRICT,3769 STATE RT 417,JASPER,NY,14855,,,"(42.1242, -77.5058)"
572702,STEUBEN,JASPER-TROUPSBURG CENT SCHOOL,FINGER LAKES,2010-2012,13,14%,16,17.2%,29,31.2%,ELEMENTARY,SCHOOL DISTRICT,3769 STATE RT 417,JASPER,NY,14855,,,"(42.1242, -77.5058)"
572702,STEUBEN,JASPER-TROUPSBURG CENT SCHOOL,FINGER LAKES,2010-2012,14,16.3%,16,18.6%,30,34.9%,MIDDLE/HIGH,SCHOOL DISTRICT,3769 STATE RT 417,JASPER,NY,14855,,,"(42.1242, -77.5058)"
572901,STEUBEN,HAMMONDSPORT CENTRAL SCHOOL,FINGER LAKES,2010-2012,32,16.6%,44,22.8%,76,39.4%,DISTRICT TOTAL,SCHOOL DISTRICT,8272 MAIN ST EXT,HAMMONDSPORT,NY,14840,,,"(42.4033, -77.2228)"
572901,STEUBEN,HAMMONDSPORT CENTRAL SCHOOL,FINGER LAKES,2010-2012,21,18.3%,28,24.3%,49,42.6%,ELEMENTARY,SCHOOL DISTRICT,8272 MAIN ST EXT,HAMMONDSPORT,NY,14840,,,"(42.4033, -77.2228)"
572901,STEUBEN,HAMMONDSPORT CENTRAL SCHOOL,FINGER LAKES,2010-2012,7,9.5%,16,21.6%,23,31.1%,MIDDLE/HIGH,SCHOOL DISTRICT,8272 MAIN ST EXT,HAMMONDSPORT,NY,14840,,,"(42.4033, -77.2228)"
573002,STEUBEN,WAYLAND-COHOCTON CENTRAL SCHOOL DIST,FINGER LAKES,2010-2012,88,18.7%,101,21.4%,189,40.1%,DISTRICT TOTAL,SCHOOL DISTRICT,2350 RT 63,WAYLAND,NY,14572,,,"(42.5636, -77.6025)"
573002,STEUBEN,WAYLAND-COHOCTON CENTRAL SCHOOL DIST,FINGER LAKES,2010-2012,57,19.9%,55,19.2%,112,39%,ELEMENTARY,SCHOOL DISTRICT,2350 RT 63,WAYLAND,NY,14572,,,"(42.5636, -77.6025)"
573002,STEUBEN,WAYLAND-COHOCTON CENTRAL SCHOOL DIST,FINGER LAKES,2010-2012,31,17.4%,46,25.8%,77,43.3%,MIDDLE/HIGH,SCHOOL DISTRICT,2350 RT 63,WAYLAND,NY,14572,,,"(42.5636, -77.6025)"
580101,SUFFOLK,BABYLON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,78,15.2%,70,13.7%,148,28.9%,DISTRICT TOTAL,SCHOOL DISTRICT,50 RAILROAD AVE,BABYLON,NY,11702,,,"(40.6994, -73.3266)"
580101,SUFFOLK,BABYLON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,48,17%,36,12.7%,84,29.7%,ELEMENTARY,SCHOOL DISTRICT,50 RAILROAD AVE,BABYLON,NY,11702,,,"(40.6994, -73.3266)"
